#OTU_ID	15M	15T	1M	1T	4M	4T	52M	52T	56M	56T	58M	58T	Blank	JP-CFB-09M	JP-CFB-09T	JP-CFB-11M	JP-CFB-11T	JP-CFB-17M	JP-CFB-17T	JP-CFB-23M	JP-CFB-23T	JP-CFB-30M	JP-CFB-30T	JP-CFB-53M	JP-CFB-53T	JP-CFB-Blank1
4102f5a7df4226edabf100e35b03a974	107.0	105.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58c51a9b0558933abda6c1b12bd93886	41.0	0.0	0.0	138.0	0.0	87.0	0.0	52.0	35.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2ddea385b6725010e816403d43e0bea3	0.0	0.0	0.0	0.0	111.0	228.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ff98150308e3041c098e70f4e0a87778	84.0	0.0	206.0	0.0	0.0	0.0	63.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ec00b84223e653e34acbf8aef3214c9a	22.0	20.0	61.0	0.0	44.0	14.0	52.0	0.0	0.0	0.0	31.0	0.0	0.0	46.0	0.0	0.0	0.0	10.0	0.0	33.0	39.0	0.0	0.0	0.0	0.0	0.0
71bd1563898be54604e984ba81a7bf23	0.0	37.0	0.0	0.0	0.0	73.0	52.0	40.0	50.0	70.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0
31f9e8efc75f096ec54f0ab4e30cb45e	0.0	28.0	0.0	0.0	0.0	0.0	0.0	21.0	65.0	57.0	45.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	23.0	0.0	0.0	0.0
74c306c44b576b4a9ce41d5d769d3d7a	0.0	0.0	0.0	134.0	0.0	0.0	72.0	0.0	0.0	47.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7f2c59448bb8948dbf484029dfb3882f	0.0	0.0	23.0	0.0	24.0	0.0	105.0	0.0	38.0	29.0	88.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0
20693aad3edecbc46f389611c50e76f7	0.0	0.0	0.0	107.0	0.0	0.0	0.0	0.0	93.0	132.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6b5eaccd9fc52b8899d7df21a453077c	0.0	62.0	0.0	53.0	0.0	0.0	0.0	46.0	79.0	65.0	36.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4e962ce4b03f81c631633384940af341	0.0	0.0	261.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41ff07f835d17ee7954d2e50bf1a593b	0.0	0.0	236.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4a62af47498a4c64d83e723af92de8f1	0.0	0.0	363.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c1dac4fd5c66084d99c9f751654a7404	59.0	0.0	75.0	0.0	38.0	0.0	20.0	0.0	18.0	32.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8e084f08ddbd935de4486d2bd5cfb9d8	0.0	0.0	0.0	362.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d67aa6b8b0a9536b6516240eacac268b	54.0	15.0	25.0	0.0	0.0	0.0	111.0	24.0	0.0	0.0	28.0	0.0	0.0	16.0	0.0	19.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	28.0	0.0	0.0
b72b78805484b6887769ed0d177a366c	28.0	0.0	86.0	0.0	50.0	38.0	62.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
5d48259c7f836d7af65fde00c824dc9b	0.0	0.0	106.0	0.0	94.0	0.0	40.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	15.0	25.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0
511f16cf9dca2a5196ee3e641f8631a9	0.0	61.0	0.0	0.0	0.0	0.0	0.0	26.0	61.0	46.0	135.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e6d368bbcba6e0d51aff4c15e3f59e69	0.0	0.0	62.0	0.0	0.0	69.0	69.0	72.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1dab8b2459b1de8d2fb1e2dfb250807f	72.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	83.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0
d3b9860a9d50450f3d9a1da7be0ea6de	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	66.0	58.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0
e9cf4c796ccb594a6655340392dcc192	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	90.0	0.0	71.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d18be5bbe093a319f77260087514b6d0	52.0	0.0	0.0	0.0	0.0	0.0	66.0	55.0	51.0	0.0	33.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1ed02fe620dbca55b74b644e04219558	0.0	61.0	36.0	44.0	0.0	40.0	27.0	71.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d79792c8952a9cb3e1402e15be425a6e	59.0	0.0	131.0	0.0	31.0	60.0	0.0	0.0	29.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eb977c9e9309a622d09312064e811198	0.0	110.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	0.0	0.0
f29239650ca4d7d1155e3f0376c991bb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	280.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
317c0891740c0b321c682343bbf96370	0.0	0.0	25.0	0.0	101.0	87.0	11.0	0.0	31.0	25.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8cdae7f8f4a0aca382856d27c47849a1	0.0	0.0	0.0	167.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
814ead1a4ea0f0465c89559bf7ff55d1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.0	59.0	68.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0
dc69781c7141699a352d0df1348084ba	18.0	7.0	0.0	5.0	36.0	0.0	45.0	0.0	25.0	0.0	70.0	12.0	0.0	0.0	11.0	0.0	0.0	0.0	25.0	0.0	52.0	0.0	0.0	40.0	0.0	0.0
f8f1eb22090b7ae9b75e1a42b3012121	0.0	0.0	266.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11f6f0f8c1c96f30bb6bbd8d4622141f	0.0	0.0	0.0	244.0	47.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
633c6934802ce61f9d345043385726dd	0.0	41.0	0.0	60.0	26.0	36.0	0.0	0.0	93.0	63.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c94de574c3c4d273dbc629fee3ab5ac8	0.0	0.0	0.0	149.0	42.0	0.0	0.0	0.0	71.0	61.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5a16e32af7e5e4daf3bae192687ba535	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	43.0	0.0	65.0	210.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
88ac66e2b0179bfc89e90e6837d9d71e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	118.0	131.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
040d11f08d4db8502a407e0f1cd34910	35.0	0.0	32.0	0.0	14.0	0.0	95.0	16.0	24.0	0.0	47.0	14.0	0.0	0.0	5.0	12.0	0.0	0.0	0.0	0.0	16.0	9.0	0.0	25.0	0.0	0.0
35739bf2310193405c4f6d37d6ab7eab	0.0	44.0	0.0	85.0	44.0	112.0	0.0	9.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5e6945fedada10c9f229b7257c8a8855	0.0	0.0	20.0	149.0	47.0	38.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0
267874eda3fae12212e381d20a5e9581	0.0	0.0	0.0	95.0	0.0	129.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5e707eaaff6a5dec19ed4a9871ea409b	0.0	0.0	0.0	74.0	0.0	0.0	13.0	55.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	96.0	18.0
5ad80e4cbf66641f36017785b87a4e6c	0.0	0.0	0.0	0.0	15.0	0.0	23.0	0.0	47.0	20.0	43.0	196.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b1cf76a6ee816add9f83b234053baaa8	34.0	0.0	127.0	0.0	0.0	0.0	70.0	39.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a65ca56609477144ffb5f6c57c8a4e18	0.0	128.0	0.0	167.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
f9107301e11bb04293a702104fe769d3	27.0	0.0	53.0	68.0	25.0	53.0	61.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
974aa80ab1150b5d2b3a530b5d3f7162	0.0	78.0	0.0	34.0	0.0	0.0	16.0	25.0	52.0	63.0	0.0	33.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	9.0	0.0
1ad358986c1df1b2558fb737792eb3a7	0.0	38.0	0.0	115.0	0.0	0.0	0.0	55.0	0.0	0.0	21.0	0.0	0.0	21.0	13.0	0.0	0.0	13.0	0.0	0.0	0.0	23.0	43.0	0.0	0.0	0.0
d9cfe45ee45b7b6fd3b8eefe5f34f90d	0.0	0.0	89.0	0.0	72.0	181.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
250e7e91dee45bc11f0161b40ebf1f66	5.0	0.0	0.0	0.0	18.0	0.0	94.0	12.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	46.0	0.0	52.0	86.0	0.0	10.0	8.0	0.0	0.0
5c294d97d5c220b4c3f47ceecf250a83	0.0	0.0	243.0	0.0	0.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37fd627df27ec7a39a04f001cce46f47	0.0	0.0	161.0	0.0	0.0	0.0	99.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0531c95fb3e3a9ee96fe0f04a7a024f5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0	86.0	72.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15e89537a7ec8549e03d8892e23fb046	50.0	12.0	49.0	40.0	21.0	130.0	8.0	6.0	8.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8b68d9a922e73cf3ce588b7aa33ce4ce	0.0	48.0	237.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14b79ebc93a3d3071871eeacdc258416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	190.0	40.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	49.0	0.0
22bb2133024da04d044c3b0b97c5a989	19.0	0.0	76.0	0.0	0.0	0.0	43.0	0.0	36.0	34.0	30.0	99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c9ff089333a98be409f23a99c9665185	28.0	8.0	57.0	13.0	38.0	108.0	31.0	0.0	17.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cf21defd8f01f4b258cb3b11a2789258	0.0	0.0	0.0	0.0	38.0	0.0	71.0	0.0	29.0	36.0	53.0	68.0	0.0	26.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
357bef27ba1e22ea2567fcc65692b136	0.0	45.0	0.0	0.0	0.0	0.0	0.0	72.0	52.0	34.0	90.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	14.0	0.0	0.0	0.0
680a93ab1731fcbfd9016d324d25e82f	26.0	7.0	133.0	9.0	39.0	25.0	23.0	0.0	32.0	11.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
282217f01d01dc16e744a627d65310c6	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	44.0	0.0	148.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0
c4e1c1e2034c942d8c5b83b62c421c9b	24.0	45.0	0.0	0.0	58.0	0.0	71.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	15.0	39.0	22.0	0.0	0.0	11.0	0.0	0.0
27b5e0791c48107082037adb6ae9a015	0.0	0.0	137.0	0.0	35.0	0.0	33.0	0.0	24.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
c3a5c428bb49ed35999e06c3dae6883b	0.0	16.0	0.0	41.0	26.0	17.0	20.0	34.0	103.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
32e6489f73bf18c9d9271db971f3df3b	0.0	0.0	0.0	107.0	67.0	37.0	58.0	0.0	23.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79790c2d3074060331f0feb3802632ac	12.0	6.0	115.0	0.0	68.0	0.0	25.0	0.0	28.0	11.0	26.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
888f281c6bdd511b2025ea5557dbe098	0.0	0.0	0.0	135.0	0.0	0.0	0.0	41.0	95.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fe078368721b5c5e97cc76784476f65f	0.0	0.0	0.0	79.0	0.0	0.0	0.0	185.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0
1103504f3e258e29883afb32c03a1280	52.0	0.0	43.0	56.0	0.0	0.0	54.0	0.0	60.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7656ef29e79af36fd10650aad77500b2	17.0	0.0	0.0	44.0	54.0	167.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32d5287c951ca640eeb9f207bea607a8	0.0	218.0	0.0	0.0	0.0	64.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69056d6135c6fc51eee9079f3a0df603	0.0	50.0	123.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f456481183743bf81c1288ea9d5cb667	75.0	0.0	62.0	0.0	43.0	46.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f946c13312f82f378b068e3aca3e44b5	24.0	30.0	30.0	40.0	0.0	0.0	39.0	0.0	0.0	0.0	105.0	22.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f69c4a4744b9927b49b51356e558797d	0.0	66.0	21.0	0.0	0.0	0.0	0.0	73.0	88.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
508b89efae652ec345543c880f127409	0.0	0.0	78.0	21.0	41.0	49.0	47.0	0.0	33.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a1aa92f505b37fe55e8358c7ded5a820	0.0	0.0	0.0	0.0	0.0	0.0	259.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43b5731d7b961672d5fc6b2da9fadb23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.0	76.0	52.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e64e3fbdf98c2b997c29af05054a7609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
194a5cb59295f6bc129be4fbe18e559e	31.0	0.0	59.0	0.0	0.0	0.0	80.0	24.0	47.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2828958118df731eed81508d8abb3801	76.0	11.0	40.0	79.0	0.0	40.0	46.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5d8af4a13e7a41ff8d8f5cabcd6ca22e	77.0	0.0	140.0	0.0	70.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
87a451aa3a4f5df3e29f71030f5a247e	39.0	0.0	110.0	0.0	20.0	10.0	50.0	0.0	19.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6228ce4036ccea49d0e51ebeda747f91	0.0	32.0	0.0	34.0	0.0	174.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b58473ddbf238192002765e3f6ea8e09	0.0	0.0	0.0	52.0	0.0	92.0	119.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8567e9b253471e26671403a0332a6964	35.0	24.0	24.0	0.0	0.0	0.0	32.0	0.0	29.0	26.0	82.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0
3ad629e869423b254abd3aa97455b325	0.0	0.0	55.0	82.0	75.0	63.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6c5d2b829607462853cbadafbf858b96	48.0	0.0	154.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8cd5f3b694ad3f15fa83c2360377aee1	0.0	243.0	0.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0471e9b894d215c4c71d0aa09ade6ec4	0.0	48.0	0.0	50.0	0.0	0.0	0.0	44.0	62.0	29.0	31.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6fa35f23bd37e8c7bb76cedbff74e3c7	0.0	38.0	0.0	0.0	32.0	0.0	0.0	0.0	53.0	30.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0
f784b7deaeebaaf2b8a2ef19d8ba9f32	0.0	0.0	112.0	0.0	61.0	0.0	24.0	0.0	0.0	0.0	28.0	0.0	0.0	28.0	0.0	0.0	0.0	21.0	0.0	10.0	24.0	0.0	0.0	0.0	0.0	0.0
2f1b8edf4f82f0733d1df585fc476d2a	0.0	0.0	0.0	57.0	43.0	72.0	0.0	0.0	0.0	34.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4e8926048e07351b3cd60962740c28de	0.0	0.0	0.0	41.0	84.0	182.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1dd7bfde56285d48ca7af9932cbd5662	64.0	51.0	0.0	89.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f66579dac11f79171df632a250a573df	35.0	0.0	46.0	0.0	23.0	0.0	67.0	14.0	26.0	0.0	34.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0
fa97286cda142b16bb5f18a35ae2f93d	20.0	10.0	92.0	0.0	54.0	35.0	30.0	0.0	9.0	0.0	18.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0
1f3cf22d228846e1080a02e33406ccfb	0.0	58.0	0.0	43.0	0.0	0.0	65.0	0.0	42.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
ef9a0b397bc8a7e34acb4d21244dc39d	26.0	25.0	29.0	60.0	32.0	18.0	34.0	24.0	18.0	0.0	12.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6ab2c3021733f8e8f70b39d55ae73e83	0.0	0.0	128.0	0.0	36.0	0.0	28.0	0.0	57.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0
ff9856b8566ba8b7c73f248731e2e02c	0.0	0.0	0.0	104.0	118.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6f5823993382469f2ce77a70c0cde613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	304.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
caae49d02aacf576943dc8b46bc063c7	0.0	0.0	52.0	177.0	0.0	0.0	0.0	0.0	33.0	24.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00468cbc1c8320111dee6482f34e0269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	303.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fbb433a0acc4b665d335d8775bfdb705	0.0	0.0	0.0	110.0	0.0	91.0	0.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c2d1cb9481c6aebb61590f857040f5ac	0.0	0.0	0.0	0.0	0.0	0.0	187.0	115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
